bn081216531	n8	2008	47.6	101.1	-1	2
bn090510016	n6	2009	47.6	141.5	-1	2
bn100827455	n6	2010	26.0	101.1	-1	1
bn111117510	n6	2011	47.6	262.2	-1	1
bn140209313	na	2014	17.7	101.1	-1	5
bn141102536	n2	2014	26.0	350.9	-1	3
bn150604434	n0	2015	47.6	350.9	-1	2
bn160804180	n5	2016	36.8	350.9	-1	1
bn170709334	n9	2017	36.8	193.8	-1	3
bn170802638	n6	2017	47.6	350.9	-1	3
bn180511437	n7	2018	17.7	262.2	-20	10
bn181126413	n8	2018	26.0	350.9	-2	1





